Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2013-03-08,INFRATEL,EQ,195.95,195.4,197.45,191.5,193.0,193.7,194.73,237353,4621890135000.0,4882,199580,0.8409000000000001
2013-03-11,INFRATEL,EQ,193.7,193.7,194.0,189.9,191.65,193.3,193.39,389005,7522831995000.0,3985,356350,0.9161
2013-03-12,INFRATEL,EQ,193.3,192.5,193.85,189.3,189.3,189.85,191.09,416693,7962643409999.999,5492,360810,0.8659
2013-03-13,INFRATEL,EQ,189.85,188.05,191.6,188.05,189.75,189.9,190.69,579140,11043528015000.0,5308,497480,0.8590000000000001
2013-03-14,INFRATEL,EQ,189.9,152.3,191.75,152.3,189.7,189.8,189.45,104780,1985056795000.0,2584,76772,0.7327
2013-03-15,INFRATEL,EQ,189.8,190.0,190.4,184.1,185.5,185.1,185.65,174015,3230523225000.0,6488,120896,0.6947
2013-03-18,INFRATEL,EQ,185.1,186.9,186.9,179.65,183.0,183.5,183.18,101719,1863272064999.9998,4310,63929,0.6285000000000001
2013-03-19,INFRATEL,EQ,183.5,185.0,185.8,180.1,182.0,181.9,181.5,296981,5390214615000.0,6408,202075,0.6804000000000001
2013-03-20,INFRATEL,EQ,181.9,181.9,184.7,176.15,180.0,179.9,178.62,560531,10012424270000.0,7411,505851,0.9024
2013-03-21,INFRATEL,EQ,179.9,178.5,180.35,172.35,173.65,173.9,174.94,3101013,54248852925000.0,9691,3025493,0.9756
2013-03-22,INFRATEL,EQ,173.9,175.9,175.9,169.6,173.35,173.1,172.81,979167,16921081430000.002,8513,889457,0.9084000000000001
2013-03-25,INFRATEL,EQ,173.1,173.0,174.95,166.7,170.05,170.25,171.77,649932,11163879875000.0,5461,569589,0.8764000000000001
2013-03-26,INFRATEL,EQ,170.25,168.0,172.0,167.4,170.0,170.0,169.99,3053335,51904693675000.0,3651,3005147,0.9842000000000001
2013-03-28,INFRATEL,EQ,170.0,136.6,185.0,136.6,183.0,178.95,166.9,338460,5648747835000.0,5609,273003,0.8066
2013-04-01,INFRATEL,EQ,178.95,176.95,184.0,174.05,180.0,179.15,182.08,172211,3135579035000.0,2734,139452,0.8098000000000001
2013-04-02,INFRATEL,EQ,179.15,177.0,186.0,176.0,183.9,183.9,183.17,202990,3718087635000.0,7749,154568,0.7615000000000001
2013-04-03,INFRATEL,EQ,183.9,183.35,184.55,180.5,181.0,181.35,182.15,890606,16222202630000.002,2818,864458,0.9706
2013-04-04,INFRATEL,EQ,181.35,180.0,182.0,176.55,179.5,180.0,179.99,932854,16790027810000.0,4302,893214,0.9575
2013-04-05,INFRATEL,EQ,180.0,180.4,181.95,178.25,181.95,181.0,180.96,209977,3799736100000.0,1712,194015,0.924
2013-04-08,INFRATEL,EQ,181.0,177.55,183.25,177.2,177.5,177.5,177.65,43044,764676485000.0,4102,30334,0.7047
2013-04-09,INFRATEL,EQ,177.5,178.45,180.6,173.65,177.0,177.1,177.62,783067,13908622010000.0,2064,736883,0.941
2013-04-10,INFRATEL,EQ,177.1,171.1,180.0,171.1,180.0,178.25,178.09,115618,2059097825000.0,2947,102264,0.8845000000000001
2013-04-11,INFRATEL,EQ,178.25,178.25,179.1,173.65,174.5,175.1,176.1,12895,227085200000.0,832,5903,0.45780000000000004
2013-04-12,INFRATEL,EQ,175.1,173.0,175.9,169.2,171.0,171.15,171.1,91657,1568280500000.0,7217,66136,0.7216
2013-04-15,INFRATEL,EQ,171.15,168.1,174.8,159.25,163.9,164.1,168.9,783115,13226970810000.0,13138,631939,0.807
2013-04-16,INFRATEL,EQ,164.1,167.85,167.85,160.5,162.15,164.2,162.69,188869,3072678900000.0,6429,123357,0.6531
2013-04-17,INFRATEL,EQ,164.2,163.0,172.0,162.95,168.1,169.95,168.94,1060339,17913185665000.0,11317,1005476,0.9483
2013-04-18,INFRATEL,EQ,169.95,165.8,172.0,164.3,170.6,170.25,170.01,556273,9457466185000.0,6037,529192,0.9512999999999999
2013-04-22,INFRATEL,EQ,170.25,165.0,181.9,165.0,179.1,179.9,179.37,338085,6064337690000.0,13444,242764,0.7181000000000001
2013-04-23,INFRATEL,EQ,179.9,176.0,178.05,173.15,175.0,175.1,175.21,50025,876487765000.0,2619,22908,0.4579
2013-04-25,INFRATEL,EQ,175.1,173.0,178.1,173.0,176.25,176.15,176.56,48718,860157240000.0,4353,27947,0.5736
2013-04-26,INFRATEL,EQ,176.15,176.1,181.05,176.1,178.0,178.5,179.97,1398468,25167901985000.0,6609,1353727,0.968
2013-04-29,INFRATEL,EQ,178.5,178.5,182.1,174.75,180.0,178.8,180.22,904972,16309645180000.002,21929,798548,0.8824
2013-04-30,INFRATEL,EQ,178.8,179.9,183.0,176.0,176.6,177.8,178.45,1928796,34420123505000.0,23402,1369821,0.7101999999999999
2013-05-02,INFRATEL,EQ,177.8,179.0,179.25,174.25,176.0,176.15,175.93,471516,8295242240000.001,33448,312247,0.6622
2013-05-03,INFRATEL,EQ,176.15,177.0,177.75,175.05,175.8,175.65,176.17,39362,693444585000.0,2214,19849,0.5043
2013-05-06,INFRATEL,EQ,175.65,175.0,179.0,172.0,173.25,175.1,176.48,191634,3381906660000.0,6561,113228,0.5909000000000001
2013-05-07,INFRATEL,EQ,175.1,172.3,176.9,172.3,174.25,175.6,175.83,104575,1838746039999.9998,2649,67960,0.6498999999999999
2013-05-08,INFRATEL,EQ,175.6,173.0,177.8,173.0,177.0,177.05,177.05,128503,2275207830000.0,4977,88620,0.6896
2013-05-09,INFRATEL,EQ,177.05,173.0,179.0,173.0,177.6,177.8,178.04,137489,2447827985000.0,5181,103782,0.7548
2013-05-10,INFRATEL,EQ,177.8,175.0,178.65,175.0,175.7,176.5,176.9,216483,3829685115000.0,7578,173261,0.8003
2013-05-11,INFRATEL,EQ,176.5,178.7,178.7,175.15,176.0,176.5,175.95,2445,43020475000.0,267,1253,0.5125
2013-05-13,INFRATEL,EQ,176.5,175.1,177.4,173.75,173.9,173.9,175.19,13014,227994260000.0,947,6632,0.5096
2013-05-14,INFRATEL,EQ,173.9,174.0,177.0,172.0,175.0,176.1,175.35,61559,1079410890000.0,5295,42606,0.6920999999999999
2013-05-15,INFRATEL,EQ,176.1,174.05,177.05,174.05,176.95,176.3,176.13,55645,980065675000.0,1717,42530,0.7643000000000001
2013-05-16,INFRATEL,EQ,176.3,175.0,176.8,173.55,174.15,174.35,175.28,19899,348783210000.0,1117,9930,0.499
2013-05-17,INFRATEL,EQ,174.35,174.95,176.7,174.0,174.9,174.7,174.8,15849,277048170000.0,1267,8008,0.5053
2013-05-20,INFRATEL,EQ,174.7,173.0,175.9,173.0,174.9,174.55,174.85,13553,236972585000.0,1339,7484,0.5522
2013-05-21,INFRATEL,EQ,174.55,173.0,176.5,173.0,174.8,175.7,175.61,44307,778086815000.0,3495,25611,0.578
2013-05-22,INFRATEL,EQ,175.7,174.3,175.4,171.7,172.3,172.0,173.27,17037,295192090000.0,1179,9058,0.5317000000000001
2013-05-23,INFRATEL,EQ,172.0,172.5,173.95,169.0,169.95,169.95,170.45,34830,593687300000.0,2880,28190,0.8094
2013-05-24,INFRATEL,EQ,169.95,166.0,175.5,166.0,174.5,174.8,174.08,56708,987174480000.0001,4938,31024,0.5471
2013-05-27,INFRATEL,EQ,174.8,172.95,176.0,170.0,172.3,173.0,173.04,37741,653064320000.0,1940,14168,0.3754
2013-05-28,INFRATEL,EQ,173.0,173.4,175.0,171.9,171.9,172.2,173.32,17324,300253360000.0,1000,8565,0.4944
2013-05-29,INFRATEL,EQ,172.2,171.0,173.5,168.05,172.0,171.15,171.47,45135,773947770000.0,4993,27178,0.6021
2013-05-30,INFRATEL,EQ,171.15,168.0,171.3,168.0,169.95,169.55,169.79,24084,408911720000.0,1608,15589,0.6473000000000001
2013-05-31,INFRATEL,EQ,169.55,168.0,175.9,168.0,171.0,170.5,172.07,257623,4432875165000.0,10463,199234,0.7734000000000001
2013-06-03,INFRATEL,EQ,170.5,168.1,172.55,168.0,168.9,168.35,169.19,33499,566754395000.0,3339,24268,0.7244
2013-06-04,INFRATEL,EQ,168.35,168.0,172.0,168.0,170.0,169.7,169.83,26580,451414200000.0,3247,18948,0.7129000000000001
2013-06-05,INFRATEL,EQ,169.7,168.2,170.0,168.2,168.25,169.1,169.0,795355,13441447105000.002,4638,775470,0.975
2013-06-06,INFRATEL,EQ,169.1,168.3,170.0,166.65,168.8,168.75,168.84,36858,622313180000.0,3048,27199,0.7379000000000001
2013-06-07,INFRATEL,EQ,168.75,168.2,168.5,165.0,165.0,165.3,167.88,208980,3508267429999.9995,812,200357,0.9587000000000001
2013-06-10,INFRATEL,EQ,165.3,164.0,165.95,160.0,165.0,162.7,163.01,43095,702494845000.0,2342,26406,0.6127
2013-06-11,INFRATEL,EQ,162.7,161.0,162.0,152.5,154.75,153.9,158.27,55188,873447994999.9999,2295,41247,0.7474
2013-06-12,INFRATEL,EQ,153.9,153.9,164.4,148.5,155.0,152.25,152.06,165941,2523294425000.0,3262,139178,0.8387000000000001
2013-06-13,INFRATEL,EQ,152.25,150.0,155.7,149.3,155.0,153.75,150.42,261250,3929598170000.0005,964,246482,0.9435
2013-06-14,INFRATEL,EQ,153.75,152.25,155.45,152.25,155.0,155.0,154.99,979836,15186148675000.0,660,970556,0.9905
2013-06-17,INFRATEL,EQ,155.0,153.0,159.95,150.5,150.8,152.1,154.04,107225,1651684945000.0,2699,61467,0.5733
2013-06-18,INFRATEL,EQ,152.1,153.0,154.9,149.3,151.25,151.8,151.81,57293,869762894999.9999,1615,31140,0.5435
2013-06-19,INFRATEL,EQ,151.8,150.0,158.4,149.2,153.0,154.9,153.16,250651,3839021025000.0,2312,227677,0.9083
2013-06-20,INFRATEL,EQ,154.9,154.0,154.0,140.3,144.5,144.95,145.15,301822,4380918295000.0005,6438,258178,0.8554
2013-06-21,INFRATEL,EQ,144.95,144.95,150.4,143.55,150.4,147.15,146.82,65910,967722690000.0,3174,46198,0.7009000000000001
2013-06-24,INFRATEL,EQ,147.15,146.0,151.9,145.05,147.95,148.45,148.21,36590,542295184999.99994,1844,23523,0.6429
2013-06-25,INFRATEL,EQ,148.45,147.0,147.7,140.15,141.15,142.35,143.35,899437,12893637820000.0,26836,780469,0.8677
2013-06-26,INFRATEL,EQ,142.35,141.5,145.0,139.4,144.2,143.9,142.53,277131,3950057585000.0,12013,226217,0.8163
2013-06-27,INFRATEL,EQ,143.9,141.0,151.5,141.0,150.0,148.9,147.87,513217,7588984784999.999,31011,450514,0.8778
2013-06-28,INFRATEL,EQ,148.9,152.15,154.7,151.6,153.0,152.9,152.23,1215038,18496828610000.0,9388,1148058,0.9449
2013-07-01,INFRATEL,EQ,152.9,150.0,154.5,150.0,153.0,153.05,153.07,633345,9694494620000.0,4989,621251,0.9809000000000001
2013-07-02,INFRATEL,EQ,153.05,154.0,154.0,149.3,152.0,152.0,152.12,485273,7381890425000.0,29106,469069,0.9666
2013-07-03,INFRATEL,EQ,152.0,150.0,157.65,147.0,152.0,153.95,153.6,242533,3725366820000.0005,8213,182648,0.7531
2013-07-04,INFRATEL,EQ,153.95,152.0,155.0,152.0,153.0,153.75,154.0,262760,4046516670000.0005,12302,251522,0.9572
2013-07-05,INFRATEL,EQ,153.75,152.0,157.0,152.0,152.0,152.5,154.93,174333,2700919210000.0,8906,166456,0.9548000000000001
2013-07-08,INFRATEL,EQ,152.5,152.5,152.5,149.0,151.0,150.95,150.76,25020,377197945000.0,2484,15496,0.6193
2013-07-09,INFRATEL,EQ,150.95,149.0,152.75,149.0,152.0,150.9,151.02,303690,4586326980000.0,4236,287480,0.9466
2013-07-10,INFRATEL,EQ,150.9,150.2,153.0,149.45,152.0,151.9,151.86,19930,302655575000.0,835,15458,0.7756000000000001
2013-07-11,INFRATEL,EQ,151.9,152.0,156.0,152.0,155.5,155.85,155.05,92686,1437101560000.0,4091,76367,0.8239000000000001
2013-07-12,INFRATEL,EQ,155.85,154.0,158.0,154.0,156.3,157.05,156.5,104212,1630948190000.0,10836,70564,0.6770999999999999
2013-07-15,INFRATEL,EQ,157.05,153.0,161.5,153.0,157.5,157.0,157.41,619123,9745704425000.0,5314,561089,0.9063
2013-07-16,INFRATEL,EQ,157.0,153.75,158.05,126.3,154.9,155.75,152.1,54348,826621725000.0,1797,30995,0.5703
2013-07-17,INFRATEL,EQ,155.75,159.85,159.85,152.5,153.5,154.8,155.06,457322,7091020880000.0,956,439894,0.9619
2013-07-18,INFRATEL,EQ,154.8,154.15,157.0,152.8,155.0,156.1,155.47,37866,588695770000.0,1891,27500,0.7262000000000001
2013-07-19,INFRATEL,EQ,156.1,155.2,156.1,152.05,153.4,154.85,154.38,18664,288140570000.0,892,13066,0.7001000000000001
2013-07-22,INFRATEL,EQ,154.85,153.0,156.0,150.1,156.0,153.3,152.84,24125,368729900000.0,1058,14003,0.5804
2013-07-23,INFRATEL,EQ,153.3,153.1,153.3,149.45,150.95,151.5,151.1,58787,888247775000.0,2343,37950,0.6456000000000001
2013-07-24,INFRATEL,EQ,151.5,147.75,152.95,147.75,150.4,150.3,150.01,40311,604703755000.0,2399,28072,0.6964
2013-07-25,INFRATEL,EQ,150.3,148.1,151.05,148.1,149.45,149.1,150.45,122067,1836475739999.9998,5769,109728,0.8989
2013-07-26,INFRATEL,EQ,149.1,149.0,153.0,148.0,150.5,150.1,149.67,33259,497795455000.0,2799,26205,0.7879
2013-07-29,INFRATEL,EQ,150.1,149.0,152.0,141.75,145.5,145.05,146.14,894431,13071552695000.0,22415,586170,0.6554000000000001
2013-07-30,INFRATEL,EQ,145.05,147.85,150.0,146.0,149.0,149.4,149.08,188613,2811794325000.0,16431,124817,0.6618
2013-07-31,INFRATEL,EQ,149.4,147.5,154.0,145.0,147.65,148.8,148.29,166558,2469938070000.0,16324,112129,0.6731999999999999
2013-08-01,INFRATEL,EQ,148.8,147.3,151.25,146.1,148.45,148.4,148.52,128270,1905106700000.0,16914,101619,0.7922
2013-08-02,INFRATEL,EQ,148.4,149.9,150.6,146.6,148.25,148.8,149.08,76403,1139013350000.0,7958,50112,0.6559
2013-08-05,INFRATEL,EQ,148.8,148.1,151.0,147.6,148.6,149.9,149.05,252727,3766854015000.0,19923,228666,0.9048
2013-08-06,INFRATEL,EQ,149.9,148.1,150.0,145.1,145.15,146.5,147.5,99372,1465734780000.0,10085,76741,0.7723000000000001
2013-08-07,INFRATEL,EQ,146.5,146.15,149.9,143.1,148.0,147.1,147.08,81801,1203134770000.0,10504,62070,0.7587999999999999
2013-08-08,INFRATEL,EQ,147.1,147.95,153.85,147.1,148.45,150.2,149.01,60134,896069340000.0,4956,40169,0.668
2013-08-12,INFRATEL,EQ,150.2,149.0,153.5,147.25,148.15,150.7,149.97,61626,924182955000.0001,3313,41278,0.6698000000000001
2013-08-13,INFRATEL,EQ,150.7,148.75,152.0,147.1,150.0,149.85,149.02,95576,1424315785000.0,8356,57866,0.6054
2013-08-14,INFRATEL,EQ,149.85,149.05,151.4,148.1,149.0,150.1,149.79,77059,1154269800000.0,7434,56856,0.7378
2013-08-16,INFRATEL,EQ,150.1,149.0,151.0,147.55,149.05,150.0,149.42,55916,835516715000.0,3950,38212,0.6834
2013-08-19,INFRATEL,EQ,150.0,148.35,149.95,147.0,147.0,148.8,149.41,1677259,25060106775000.0,9998,1153129,0.6875
2013-08-20,INFRATEL,EQ,148.8,147.85,148.8,144.5,144.5,146.4,147.93,865457,12802752065000.0,16246,741131,0.8563
2013-08-21,INFRATEL,EQ,146.4,148.0,148.0,135.1,141.0,139.1,140.56,110242,1549590185000.0,5027,59501,0.5397
2013-08-22,INFRATEL,EQ,139.1,137.35,142.0,135.15,140.0,140.4,139.3,51997,724315030000.0,3349,30334,0.5834
2013-08-23,INFRATEL,EQ,140.4,139.0,140.0,136.0,136.0,138.25,137.53,1037542,14269068160000.0,1648,1019392,0.9825
2013-08-26,INFRATEL,EQ,138.25,139.3,139.5,128.5,135.5,132.3,132.34,1110011,14690291110000.0,4641,1051460,0.9473
2013-08-27,INFRATEL,EQ,132.3,132.0,134.8,127.15,130.85,130.65,131.21,164115,2153432580000.0,12490,114008,0.6947
2013-08-28,INFRATEL,EQ,130.65,129.0,143.0,126.5,142.0,134.25,131.75,65743,866157525000.0,5039,40686,0.6189
2013-08-29,INFRATEL,EQ,134.25,136.5,138.9,132.2,133.9,134.75,135.73,21526,292171685000.0,1653,14471,0.6723
2013-08-30,INFRATEL,EQ,134.75,132.95,140.65,132.15,138.7,139.2,136.7,77544,1060029765000.0,5045,44907,0.5791
2013-09-02,INFRATEL,EQ,139.2,139.2,141.0,134.05,139.0,138.7,136.41,78028,1064408185000.0,4589,56084,0.7188
2013-09-03,INFRATEL,EQ,138.7,137.75,138.55,135.75,137.95,137.45,137.1,70498,966504525000.0,1654,53707,0.7618
2013-09-04,INFRATEL,EQ,137.45,136.35,139.7,136.25,138.65,138.4,138.26,84644,1170313780000.0,2015,28553,0.3373
2013-09-05,INFRATEL,EQ,138.4,137.0,142.0,137.0,140.0,140.65,140.19,57712,809064635000.0,1157,51073,0.885
2013-09-06,INFRATEL,EQ,140.65,145.65,148.0,142.65,143.0,144.55,145.13,138323,2007486310000.0002,6199,93792,0.6781
2013-09-10,INFRATEL,EQ,144.55,141.5,148.0,141.5,148.0,146.75,146.08,433857,6337703695000.0,5016,389008,0.8966
2013-09-11,INFRATEL,EQ,146.75,144.0,155.0,144.0,154.75,152.05,149.76,2204532,33015172914999.996,2190,1782830,0.8087000000000001
2013-09-12,INFRATEL,EQ,152.05,153.95,158.4,152.2,155.5,154.8,155.91,123719,1928844275000.0,4477,74228,0.6
2013-09-13,INFRATEL,EQ,154.8,156.95,157.9,155.0,156.5,156.2,156.08,6870,107226180000.0,513,3653,0.5317000000000001
2013-09-16,INFRATEL,EQ,156.2,157.85,157.95,155.0,157.5,156.5,156.39,66014,1032383285000.0,2197,50705,0.7681
2013-09-17,INFRATEL,EQ,156.5,156.9,159.4,155.2,158.0,158.05,156.81,314184,4926634635000.0,3524,276091,0.8788
2013-09-18,INFRATEL,EQ,158.05,156.0,160.0,155.95,159.65,159.05,159.11,63656,1012819469999.9999,5868,46694,0.7334999999999999
2013-09-19,INFRATEL,EQ,159.05,160.0,170.15,159.05,164.45,165.1,164.87,3252328,53622726320000.0,5438,3202471,0.9847
2013-09-20,INFRATEL,EQ,165.1,162.2,166.05,158.0,160.55,162.45,162.42,586631,9527816050000.0,17601,522810,0.8912000000000001
2013-09-23,INFRATEL,EQ,162.45,160.25,161.05,157.4,158.95,158.95,158.96,174305,2770746290000.0,4162,134899,0.7739
2013-09-24,INFRATEL,EQ,158.95,164.9,164.9,158.3,159.15,159.5,159.1,92554,1472526775000.0,3189,84047,0.9081
2013-09-25,INFRATEL,EQ,159.5,164.7,164.7,157.0,157.0,160.1,160.21,630789,10106014715000.0,5047,606546,0.9616
2013-09-26,INFRATEL,EQ,160.1,163.85,163.85,157.05,157.05,159.3,159.54,671492,10713102480000.0,13781,602343,0.897
2013-09-27,INFRATEL,EQ,159.3,159.5,162.5,157.85,159.65,159.75,159.95,380213,6081622240000.0,5094,355434,0.9348000000000001
2013-09-30,INFRATEL,EQ,159.75,156.2,160.0,155.0,156.0,156.4,158.01,41366,653627915000.0,3201,30911,0.7473000000000001
2013-10-01,INFRATEL,EQ,156.4,155.0,156.45,150.7,152.1,152.55,152.67,331676,5063593595000.0,7923,313822,0.9462
2013-10-03,INFRATEL,EQ,152.55,151.5,156.0,151.5,155.0,155.05,154.36,280689,4332582985000.0,13230,231297,0.8240000000000001
2013-10-04,INFRATEL,EQ,155.05,153.0,158.45,153.0,158.1,157.55,156.7,112511,1763021539999.9998,3743,87876,0.7809999999999999
2013-10-07,INFRATEL,EQ,157.55,156.4,163.5,156.2,158.5,159.1,158.56,113567,1800720385000.0002,1863,85727,0.7549
2013-10-08,INFRATEL,EQ,159.1,158.4,159.1,153.1,159.0,157.8,157.58,64055,1009388840000.0,2159,46264,0.7223
2013-10-09,INFRATEL,EQ,157.8,156.4,160.0,156.4,158.4,157.95,158.28,11793,186657810000.0,758,5457,0.46270000000000006
2013-10-10,INFRATEL,EQ,157.95,155.2,160.0,155.2,159.5,159.45,158.85,26880,426976915000.00006,1399,15633,0.5816
2013-10-11,INFRATEL,EQ,159.45,156.85,159.95,156.85,157.0,157.55,158.23,18291,289426140000.0,2033,11700,0.6397
2013-10-14,INFRATEL,EQ,157.55,159.0,162.0,157.65,158.0,159.95,159.98,641520,10262947275000.0,19441,536585,0.8364
2013-10-15,INFRATEL,EQ,159.95,159.8,162.0,159.3,160.5,160.1,160.27,37445,600118855000.0,3166,26281,0.7019
